atleta_nome,genero,year,pais,noc,temporada,cidade,esporte,evento,medalha
Ryan Choi,Masculino,2020,"Hong Kong, China",HKG,Summer,Tokyo,FENCING,Men's Foil Individual,Nenhuma Medalha
Vikas Krishan,Masculino,2020,India,IND,Summer,Tokyo,BOXING,Men's Welter (63-69kg),Nenhuma Medalha
Andrs Szoszky,Masculino,1912,Hungary,HUN,Summer,Stockholm,WRESTLING,"Wrestling Men's Featherweight, Greco-Roman",Nenhuma Medalha
Stanisaw Szozda,Masculino,1976,Poland,POL,Summer,Montreal,CYCLING,Cycling Men's 100 kilometres Team Time Trial,Prata
Pier Taddei,Masculino,1984,San Marino,SMR,Summer,Los Angeles,SHOOTING,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Nenhuma Medalha
Tamer Tahoun,Masculino,2000,Egypt,EGY,Summer,Sydney,FENCING,"Fencing Men's Foil, Individual",Nenhuma Medalha
Aya Takano,Feminino,2012,Japan,JPN,Summer,London,SWIMMING,Swimming Women's 4 x 200 metres Freestyle Relay,Nenhuma Medalha
Kei Takase,Masculino,2012,Japan,JPN,Summer,London,ATHLETICS,Athletics Men's 4 x 400 metres Relay,Nenhuma Medalha
Olavi Talja,Masculino,1952,Finland,FIN,Summer,Helsinki,ATHLETICS,Athletics Men's 800 metres,Nenhuma Medalha
Agustn Iglesias,Masculino,1968,Spain,ESP,Summer,Mexico City,CYCLING,"Cycling Men's Road Race, Individual",Nenhuma Medalha
Tomomi Tanaka,Feminino,2016,Japan,JPN,Summer,Rio de Janeiro,ATHLETICS,Athletics Women's Marathon,Nenhuma Medalha
Liam Tancock,Masculino,2012,Great Britain,GBR,Summer,London,SWIMMING,Swimming Men's 100 metres Backstroke,Nenhuma Medalha
Tao Luna,Feminino,2000,China,CHN,Summer,Sydney,SHOOTING,"Shooting Women's Air Pistol, 10 metres",Ouro
Kesaia Tawai,Feminino,2000,Fiji,FIJ,Summer,Sydney,WEIGHTLIFTING,Weightlifting Women's Middleweight,Nenhuma Medalha
L. Tay,Masculino,1936,China,CHN,Summer,Berlin,ATHLETICS,Athletics Men's 400 metres,Nenhuma Medalha
Giel Bosch,Masculino,1996,Netherlands,NED,Summer,Atlanta,BASEBALL,Baseball Men's Baseball,Nenhuma Medalha
Elsa Azpilqueta,Feminino,1984,Mexico,MEX,Summer,Los Angeles,DIVING,Diving Women's Platform,Nenhuma Medalha
Katarzyna Teodorowicz,Feminino,1992,Poland,POL,Summer,Barcelona,TENNIS,Tennis Women's Doubles,Nenhuma Medalha
Asuka Teramoto,Feminino,2016,Japan,JPN,Summer,Rio de Janeiro,GYMNASTICS,Gymnastics Women's Uneven Bars,Nenhuma Medalha
Nontaslip Thayansilp,Masculino,1956,Thailand,THA,Summer,Melbourne,BOXING,Boxing Men's Featherweight,Nenhuma Medalha
Ioannis Theofilakis,Masculino,1920,Greece,GRE,Summer,Antwerpen,SHOOTING,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Nenhuma Medalha
Norbert Thiede,Masculino,1976,East Germany,GDR,Summer,Montreal,ATHLETICS,Athletics Men's Discus Throw,Nenhuma Medalha
Axel Thieme,Masculino,1968,East Germany,GDR,Summer,Mexico City,HOCKEY,Hockey Men's Hockey,Nenhuma Medalha
Howard Thomas,Masculino,1932,Canada,CAN,Summer,Los Angeles,WRESTLING,"Wrestling Men's Lightweight, Freestyle",Nenhuma Medalha
Bronwyn Thompson,Feminino,1996,Australia,AUS,Summer,Atlanta,ROWING,Rowing Women's Coxed Eights,Nenhuma Medalha
Francis Thompson,Masculino,1976,Great Britain,GBR,Summer,Montreal,ATHLETICS,Athletics Men's Decathlon,Nenhuma Medalha
Francis Thompson,Masculino,1984,Great Britain,GBR,Summer,Los Angeles,ATHLETICS,Athletics Men's Decathlon,Ouro
Volmer Thomsen,Masculino,1952,Denmark,DEN,Summer,Helsinki,GYMNASTICS,Gymnastics Men's Pommelled Horse,Nenhuma Medalha
Markus Thormeyer,Masculino,2016,Canada,CAN,Summer,Rio de Janeiro,SWIMMING,Swimming Men's 4 x 100 metres Freestyle Relay,Nenhuma Medalha
Mihai Iu,Masculino,1972,Romania,ROU,Summer,Munich,FENCING,"Fencing Men's Foil, Individual",Nenhuma Medalha
Marius Tob,Masculino,1996,Germany,GER,Summer,Atlanta,GYMNASTICS,Gymnastics Men's Team All-Around,Nenhuma Medalha
Dragana Tomaevi,Feminino,2012,Serbia,SRB,Summer,London,ATHLETICS,Athletics Women's Discus Throw,Nenhuma Medalha
Serguey Madrigal,Masculino,2008,Cuba,CUB,Summer,Beijing,CANOEING,"Canoeing Men's Canadian Doubles, 1,000 metres",Nenhuma Medalha
Gabriela Trigueros,Feminino,2012,Costa Rica,CRC,Summer,London,ATHLETICS,Athletics Women's Marathon,Nenhuma Medalha
Max Trepp,Masculino,1948,Switzerland,SUI,Summer,London,ATHLETICS,Athletics Men's 4 x 400 metres Relay,Nenhuma Medalha
Maria Trio,Feminino,1964,Italy,ITA,Summer,Tokyo,ATHLETICS,Athletics Women's Long Jump,Nenhuma Medalha
Ladislav Trpko,Masculino,1948,Czechoslovakia,TCH,Summer,London,BASKETBALL,Basketball Men's Basketball,Nenhuma Medalha
Tsai Shing-hsiang,Masculino,1984,Chinese Taipei,TPE,Summer,Los Angeles,FENCING,"Fencing Men's Foil, Individual",Nenhuma Medalha
Christina Tsoukala,Feminino,2008,Greece,GRE,Summer,Beijing,WATER POLO,Water Polo Women's Water Polo,Nenhuma Medalha
Naoya Tsukahara,Masculino,2000,Japan,JPN,Summer,Sydney,GYMNASTICS,Gymnastics Men's Individual All-Around,Nenhuma Medalha
Raili Tuominen-hmlinen,Feminino,1952,Finland,FIN,Summer,Helsinki,GYMNASTICS,Gymnastics Women's Floor Exercise,Nenhuma Medalha
Daulet Turlykhanov,Masculino,1996,Kazakhstan,KAZ,Summer,Atlanta,WRESTLING,"Wrestling Men's Middleweight, Greco-Roman",Nenhuma Medalha
Bertram Trpe,Masculino,1972,East Germany,GDR,Summer,Munich,SWIMMING,Swimming Men's 400 metres Individual Medley,Nenhuma Medalha
Ferdinand Tyteca,Masculino,1984,Belgium,BEL,Summer,Los Angeles,EQUESTRIANISM,"Equestrianism Mixed Jumping, Team",Nenhuma Medalha
Alkiviadis Tzelepopoulos,Masculino,1906,Greece,GRE,Summer,Athina,ATHLETICS,Athletics Men's 5 mile,Nenhuma Medalha
Moses Ugbisien,Masculino,1988,Nigeria,NGR,Summer,Seoul,ATHLETICS,Athletics Men's 4 x 400 metres Relay,Nenhuma Medalha
Teodora (-cepoi),Feminino,1976,Romania,ROU,Summer,Montreal,GYMNASTICS,Gymnastics Women's Uneven Bars,Prata
Paiboon Unyapo,Masculino,1968,Thailand,THA,Summer,Mexico City,FOOTBALL,Football Men's Football,Nenhuma Medalha
Francisco Uranga,Masculino,1928,Argentina,ARG,Summer,Amsterdam,WATER POLO,Water Polo Men's Water Polo,Nenhuma Medalha
Nataa (-bezjak),Feminino,1972,Yugoslavia,YUG,Summer,Munich,ATHLETICS,Athletics Women's Javelin Throw,Nenhuma Medalha
Marius Urzic,Masculino,2004,Romania,ROU,Summer,Athina,GYMNASTICS,Gymnastics Men's Individual All-Around,Nenhuma Medalha
Pilavullakandi Usha,Feminino,1980,India,IND,Summer,Moskva,ATHLETICS,Athletics Women's 100 metres,Nenhuma Medalha
Dmitry Ushakov,Masculino,2012,Russia,RUS,Summer,London,TRAMPOLINING,Trampolining Men's Individual,Prata
Jzsef Vadas,Masculino,1936,Hungary,HUN,Summer,Berlin,ATHLETICS,Athletics Men's 800 metres,Nenhuma Medalha
Piero Vaglio,Masculino,1920,Italy,ITA,Summer,Antwerpen,WRESTLING,"Wrestling Men's Featherweight, Greco-Roman",Nenhuma Medalha
Rudolf Valenta,Masculino,1948,Austria,AUT,Summer,London,CYCLING,"Cycling Men's Road Race, Team",Nenhuma Medalha
Alberto Martnez,Masculino,1960,Spain,ESP,Summer,Roma,ROWING,Rowing Men's Coxed Fours,Nenhuma Medalha
Franziska Almsick,Feminino,2000,Germany,GER,Summer,Sydney,SWIMMING,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
Paul Asbroeck,Masculino,1924,Belgium,BEL,Summer,Paris,SHOOTING,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Nenhuma Medalha
Jos Baelen,Masculino,1960,Belgium,BEL,Summer,Roma,FENCING,"Fencing Men's Sabre, Individual",Nenhuma Medalha
Paul Abeele,Masculino,1992,Belgium,BEL,Summer,Barcelona,SAILING,Sailing Men's Windsurfer,Nenhuma Medalha
Willem Berg,Masculino,1948,Netherlands,NED,Summer,London,FENCING,"Fencing Men's Sabre, Individual",Nenhuma Medalha
Pieter Hoogenband,Masculino,2004,Netherlands,NED,Summer,Athina,SWIMMING,Swimming Men's 100 metres Freestyle,Ouro
Hendrika Velde,Feminino,1960,Netherlands,NED,Summer,Roma,SWIMMING,Swimming Women's 4 x 100 metres Freestyle Relay,Nenhuma Medalha
Arie Vliet,Masculino,1936,Netherlands,NED,Summer,Berlin,CYCLING,Cycling Men's Sprint,Prata
Colleen (-mullarkey),Feminino,2016,United States-2,USA,Summer,Rio de Janeiro,TENNIS,Tennis Women's Doubles,Nenhuma Medalha
Lipat Varabiev,Masculino,1980,Romania,ROU,Summer,Moskva,CANOEING,"Canoeing Men's Canadian Singles, 500 metres",Nenhuma Medalha
Lszl Varga,Masculino,1980,Hungary,HUN,Summer,Moskva,WEIGHTLIFTING,Weightlifting Men's Heavyweight I,Nenhuma Medalha
Andrs Mathieu,Masculino,1996,Ecuador,ECU,Summer,Atlanta,SWIMMING,Swimming Men's 4 x 200 metres Freestyle Relay,Nenhuma Medalha
Vitaly Vasilyev,Masculino,1996,Kyrgyzstan,KGZ,Summer,Atlanta,SWIMMING,Swimming Men's 50 metres Freestyle,Nenhuma Medalha
Irina Vaskovskaya,Feminino,2016,Belarus,BLR,Summer,Rio de Janeiro,ATHLETICS,Athletics Women's Triple Jump,Nenhuma Medalha
Carlos Carvajal,Masculino,2008,Venezuela,VEN,Summer,Beijing,TAEKWONDO,Taekwondo Men's Welterweight,Nenhuma Medalha
Vavis,Masculino,1896,Greece,GRE,Summer,Athina,SHOOTING,"Shooting Men's Military Pistol, 25 metres",Nenhuma Medalha
Brian Vear,Masculino,1960,Australia,AUS,Summer,Roma,ROWING,Rowing Men's Coxless Fours,Nenhuma Medalha
Jan Veer,Masculino,1972,Netherlands,NED,Summer,Munich,WATER POLO,Water Polo Men's Water Polo,Nenhuma Medalha
Vctor Velasco,Masculino,1984,Mexico,MEX,Summer,Los Angeles,CANOEING,"Canoeing Men's Canadian Doubles, 1,000 metres",Nenhuma Medalha
Cyrille Verbrugge,Masculino,1900,Belgium,BEL,Summer,Paris,FENCING,"Fencing Men's Foil, Masters, Individual",Nenhuma Medalha
Henri Verhavert,Masculino,1920,Belgium,BEL,Summer,Antwerpen,GYMNASTICS,"Gymnastics Men's Team All-Around, Swedish System",Bronze
Didier Vermeersch,Masculino,1976,Belgium,BEL,Summer,Montreal,ROWING,Rowing Men's Double Sculls,Nenhuma Medalha
William Verner,Masculino,1904,United States,USA,Summer,St. Louis,ATHLETICS,Athletics Men's 800 metres,Nenhuma Medalha
Nenad Vidovi,Masculino,1964,Yugoslavia,YUG,Summer,Tokyo,GYMNASTICS,Gymnastics Men's Floor Exercise,Nenhuma Medalha
Anelson Vieira,Masculino,1980,Brazil,BRA,Summer,Moskva,JUDO,Judo Men's Lightweight,Nenhuma Medalha
Sabrina Viguier,Feminino,2012,France,FRA,Summer,London,FOOTBALL,Football Women's Football,Nenhuma Medalha
Ral More,Masculino,1976,Cuba,CUB,Summer,Montreal,VOLLEYBALL,Volleyball Men's Volleyball,Bronze
Claudina Garca,Feminino,1972,Cuba,CUB,Summer,Munich,VOLLEYBALL,Volleyball Women's Volleyball,Nenhuma Medalha
Roberta Vinci,Feminino,2004,Italy-2,ITA,Summer,Athina,TENNIS,Tennis Women's Doubles,Nenhuma Medalha
Aleksandr Vinokurov,Masculino,2000,Kazakhstan,KAZ,Summer,Sydney,CYCLING,"Cycling Men's Road Race, Individual",Prata
Virna Dias,Feminino,2004,Brazil,BRA,Summer,Athina,VOLLEYBALL,Volleyball Women's Volleyball,Nenhuma Medalha
Andrew Vlahov,Masculino,1992,Australia,AUS,Summer,Barcelona,BASKETBALL,Basketball Men's Basketball,Nenhuma Medalha
Jiri Vlcek,Masculino,2008,Italy,ITA,Summer,Beijing,ROWING,Rowing Men's Lightweight Coxless Fours,Nenhuma Medalha
Erzsbet Esse,Feminino,1928,Germany,GER,Summer,Amsterdam,ART COMPETITIONS,"Art Competitions Mixed Sculpturing, Medals And Reliefs",Nenhuma Medalha
Hans Rosen,Masculino,1912,Sweden,SWE,Summer,Stockholm,EQUESTRIANISM,"Equestrianism Men's Jumping, Team",Ouro
Urs Wartburg,Masculino,1972,Switzerland,SUI,Summer,Munich,ATHLETICS,Athletics Men's Javelin Throw,Nenhuma Medalha
Zinaida (druzhinina-),Feminino,1968,Soviet Union,URS,Summer,Mexico City,GYMNASTICS,Gymnastics Women's Floor Exercise,Nenhuma Medalha
Josef Vosolsob,Masculino,1936,Czechoslovakia,TCH,Summer,Berlin,ATHLETICS,Athletics Men's Long Jump,Nenhuma Medalha
Dragomir Vujkovi,Masculino,1976,Yugoslavia,YUG,Summer,Montreal,BOXING,Boxing Men's Middleweight,Nenhuma Medalha
Drago Vukovi,Masculino,2012,Croatia,CRO,Summer,London,HANDBALL,Handball Men's Handball,Bronze
Jan Wadas,Masculino,1968,Poland,POL,Summer,Mexico City,BOXING,Boxing Men's Featherweight,Nenhuma Medalha
Wolfram Jr.,Masculino,2000,Austria,AUT,Summer,Sydney,SHOOTING,"Shooting Men's Air Rifle, 10 metres",Nenhuma Medalha
David Walker,Masculino,1948,Great Britain,GBR,Summer,London,ROWING,Rowing Men's Coxed Pairs,Nenhuma Medalha
Nigel Wallace,Masculino,1992,Great Britain,GBR,Summer,Barcelona,SHOOTING,"Shooting Men's Air Rifle, 10 metres",Nenhuma Medalha
Jerome Sr.,Masculino,1956,United States,USA,Summer,Melbourne,ATHLETICS,"Athletics Men's 1,500 metres",Nenhuma Medalha
Wang Hong,Feminino,1992,China,CHN,Summer,Barcelona,ARCHERY,Archery Women's Team,Prata
Wang Wenjing,Feminino,1988,China,CHN,Summer,Seoul,GYMNASTICS,Gymnastics Women's Floor Exercise,Nenhuma Medalha
Zengyi Wang,Masculino,2016,Poland,POL,Summer,Rio de Janeiro,TABLE TENNIS,Table Tennis Men's Team,Nenhuma Medalha
Lisa Ward-meehan,Feminino,1996,Denmark,DEN,Summer,Atlanta,SAILING,Sailing Women's Two Person Dinghy,Nenhuma Medalha
Oskar Warngrd,Masculino,1936,Sweden,SWE,Summer,Berlin,ATHLETICS,Athletics Men's Hammer Throw,Bronze
E. Warren,Masculino,1928,Great Britain,GBR,Summer,Amsterdam,GYMNASTICS,Gymnastics Men's Team All-Around,Nenhuma Medalha
E. Warren,Masculino,1928,Great Britain,GBR,Summer,Amsterdam,GYMNASTICS,Gymnastics Men's Rings,Nenhuma Medalha
Silvio Warsnke,Masculino,1988,East Germany,GDR,Summer,Seoul,ATHLETICS,Athletics Men's Javelin Throw,Nenhuma Medalha
Judith (-meeuw),Feminino,1972,West Germany,FRG,Summer,Munich,SWIMMING,Swimming Women's 100 metres Freestyle,Nenhuma Medalha
Herbert Wehnert,Masculino,1972,West Germany,FRG,Summer,Munich,HANDBALL,Handball Men's Handball,Nenhuma Medalha
Ronald Weigel,Masculino,1992,Germany,GER,Summer,Barcelona,ATHLETICS,Athletics Men's 50 kilometres Walk,Bronze
Stuart Welch,Masculino,2004,Australia,AUS,Summer,Athina,ROWING,Rowing Men's Coxed Eights,Bronze
Leslie West,Masculino,1968,Great Britain,GBR,Summer,Mexico City,CYCLING,"Cycling Men's Road Race, Individual",Nenhuma Medalha
Stanley West,Masculino,1936,Great Britain,GBR,Summer,Berlin,ATHLETICS,Athletics Men's High Jump,Nenhuma Medalha
Robert Whetters,Masculino,1960,Australia,AUS,Summer,Roma,CYCLING,"Cycling Men's Road Race, Individual",Nenhuma Medalha
John White,Masculino,1936,United States,USA,Summer,Berlin,ROWING,Rowing Men's Coxed Eights,Ouro
Eva (-daniels),Feminino,1972,Sweden,SWE,Summer,Munich,SWIMMING,Swimming Women's 200 metres Butterfly,Nenhuma Medalha
Tinne Wilhelmsson-silfvn,Feminino,2000,Sweden,SWE,Summer,Sydney,EQUESTRIANISM,"Equestrianism Mixed Dressage, Individual",Nenhuma Medalha
Frazer Will,Masculino,2008,Canada,CAN,Summer,Beijing,JUDO,Judo Men's Extra-Lightweight,Nenhuma Medalha
Bruce Williams,Masculino,1908,Canada,CAN,Summer,London,SHOOTING,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",Bronze
Deron Williams,Masculino,2012,United States,USA,Summer,London,BASKETBALL,Basketball Men's Basketball,Ouro
Meritzer Williams,Feminino,2008,Saint Kitts and Nevis,SKN,Summer,Beijing,ATHLETICS,Athletics Women's 200 metres,Nenhuma Medalha
Nicholas Willis,Masculino,2004,New Zealand,NZL,Summer,Athina,ATHLETICS,"Athletics Men's 1,500 metres",Nenhuma Medalha
Roland Willoughby,Masculino,1924,Great Britain,GBR,Summer,Paris,FENCING,"Fencing Men's Foil, Team",Nenhuma Medalha
Airi (-rokkanen),Feminino,1972,Finland,FIN,Summer,Munich,ATHLETICS,Athletics Women's 4 x 100 metres Relay,Nenhuma Medalha
Anita Wodarczyk,Feminino,2008,Poland,POL,Summer,Beijing,ATHLETICS,Athletics Women's Hammer Throw,Nenhuma Medalha
Heinz Wltje,Masculino,1928,Germany,GER,Summer,Amsterdam,HOCKEY,Hockey Men's Hockey,Bronze
Wing Wong,Masculino,2012,Hong Kong,HKG,Summer,London,BADMINTON,Badminton Men's Singles,Nenhuma Medalha
Christopher Wood,Masculino,2012,New Zealand,NZL,Summer,London,FOOTBALL,Football Men's Football,Nenhuma Medalha
Teresa Aguilar,Feminino,2004,Mexico,MEX,Summer,Athina,FOOTBALL,Football Women's Football,Nenhuma Medalha
Alexandra Worisch,Feminino,1984,Austria,AUT,Summer,Los Angeles,SYNCHRONIZED SWIMMING,Synchronized Swimming Women's Solo,Nenhuma Medalha
Judith (-mcmurchy),Feminino,1972,Canada,CAN,Summer,Munich,SWIMMING,Swimming Women's 100 metres Freestyle,Nenhuma Medalha
Michael Wright,Masculino,1992,Hong Kong,HKG,Summer,Barcelona,SWIMMING,Swimming Men's 100 metres Freestyle,Nenhuma Medalha
Wu Qiong,Feminino,2016,China,CHN,Summer,Rio de Janeiro,HOCKEY,Hockey Women's Hockey,Nenhuma Medalha
Xiao Hailiang,Masculino,1996,China,CHN,Summer,Atlanta,DIVING,Diving Men's Platform,Bronze
Xie Xingfan,Feminino,2008,China,CHN,Summer,Beijing,BADMINTON,Badminton Women's Singles,Prata
Shigeo Yaegashi,Masculino,1956,Japan,JPN,Summer,Melbourne,FOOTBALL,Football Men's Football,Nenhuma Medalha
Yan Jing,Feminino,1996,China,CHN,Summer,Atlanta,FENCING,"Fencing Women's epee, Individual",Nenhuma Medalha
Yang Gyeong-hui,Feminino,1988,South Korea,KOR,Summer,Seoul,ATHLETICS,Athletics Women's 400 metres,Nenhuma Medalha
Aleksey Yegorov,Masculino,1996,Kazakhstan,KAZ,Summer,Atlanta,SWIMMING,Swimming Men's 4 x 100 metres Freestyle Relay,Nenhuma Medalha
Luchia Yishak,Feminino,1992,Ethiopia,ETH,Summer,Barcelona,ATHLETICS,"Athletics Women's 10,000 metres",Nenhuma Medalha
Yu Og-yeol,Masculino,1992,South Korea,KOR,Summer,Barcelona,GYMNASTICS,Gymnastics Men's Floor Exercise,Nenhuma Medalha
Igor Yulchiyev,Masculino,1992,Unified Team,EUN,Summer,Barcelona,HOCKEY,Hockey Men's Hockey,Nenhuma Medalha
Rashid Yunusmetov,Masculino,2016,Kazakhstan,KAZ,Summer,Rio de Janeiro,SHOOTING,"Shooting Men's Air Pistol, 10 metres",Nenhuma Medalha
Mariana Zaharia,Feminino,1980,Romania,ROU,Summer,Moskva,ROWING,Rowing Women's Coxed Quadruple Sculls,Nenhuma Medalha
Mohamed Zaki,Masculino,1952,Egypt,EGY,Summer,Helsinki,EQUESTRIANISM,"Equestrianism Men's Jumping, Individual",Nenhuma Medalha
Gerhardus Zandberg,Masculino,2008,South Africa,RSA,Summer,Beijing,SWIMMING,Swimming Men's 4 x 100 metres Medley Relay,Nenhuma Medalha
Violeta Zareva,Feminino,1992,Bulgaria,BUL,Summer,Barcelona,ROWING,Rowing Women's Coxless Pairs,Nenhuma Medalha
Gbor Zavadszky,Masculino,1996,Hungary,HUN,Summer,Atlanta,FOOTBALL,Football Men's Football,Nenhuma Medalha
Jos Azevedo,Masculino,1952,Brazil,BRA,Summer,Helsinki,BASKETBALL,Basketball Men's Basketball,Nenhuma Medalha
Jan Elezn,Masculino,2000,Czech Republic,CZE,Summer,Sydney,ATHLETICS,Athletics Men's Javelin Throw,Ouro
Zhu Weiwei,Feminino,2016,China,CHN,Summer,Rio de Janeiro,ROWING,Rowing Women's Double Sculls,Nenhuma Medalha
Damian Zieliski,Masculino,2012,Poland,POL,Summer,London,CYCLING,Cycling Men's Team Sprint,Nenhuma Medalha
Nicole Zimmermann,Feminino,2004,Germany,GER,Summer,Athina,ROWING,Rowing Women's Coxed Eights,Nenhuma Medalha
Peter Zobel,Masculino,1960,Denmark,DEN,Summer,Roma,EQUESTRIANISM,"Equestrianism Men's Three-Day Event, Team",Nenhuma Medalha
Erich Zoigner,Masculino,1924,Austria,AUT,Summer,Paris,SHOOTING,Shooting Men's Trap,Nenhuma Medalha
Khristos Zorbas,Masculino,1906,Greece,GRE,Summer,Athina,FENCING,"Fencing Men's Sabre, Individual",Nenhuma Medalha
Romana Upan,Feminino,2012,Croatia,CRO,Summer,London,SAILING,Sailing Women's Two Person Dinghy,Nenhuma Medalha
Albert Zrner,Masculino,1912,Germany,GER,Summer,Stockholm,DIVING,Diving Men's Plain High,Nenhuma Medalha
Tanja (-kober),Feminino,1952,Yugoslavia,YUG,Summer,Helsinki,GYMNASTICS,Gymnastics Women's Individual All-Around,Nenhuma Medalha
Galina (-fyodorova),Feminino,1952,Soviet Union,URS,Summer,Helsinki,ATHLETICS,Athletics Women's Javelin Throw,Nenhuma Medalha
Radwa Abdel,Feminino,2020,Egypt,EGY,Summer,Tokyo,SHOOTING,10m Air Pistol Mixed Team,Nenhuma Medalha
Baul An,Masculino,2020,South Korea,KOR,Summer,Tokyo,JUDO,Mixed Team,Nenhuma Medalha
Paulo Aokuso,Masculino,2020,Australia,AUS,Summer,Tokyo,BOXING,Men's Light Heavy (75-81kg),Nenhuma Medalha
Samantha Arevalo,Feminino,2020,Ecuador,ECU,Summer,Tokyo,MARATHON SWIMMING,Women's 10km,Nenhuma Medalha
Alexandra Aristoteli,Feminino,2020,Australia,AUS,Summer,Tokyo,RHYTHMIC GYMNASTICS,Group All-Around Team,Nenhuma Medalha
Jonathan Atsu,Masculino,2020,France,FRA,Summer,Tokyo,SWIMMING,Men's 200m Freestyle,Nenhuma Medalha
Karayme Bartley,Masculino,2020,Jamaica,JAM,Summer,Tokyo,ATHLETICS,4 x 400m Relay Mixed Team,Nenhuma Medalha
Raichel Bativakalolo,Feminino,2020,Japan,JPN,Summer,Tokyo,RUGBY SEVENS,Women Team,Nenhuma Medalha
Belinda Bencic,Feminino,2020,Switzerland,SUI,Summer,Tokyo,TENNIS,Women's Doubles Team,Prata
Victoire Berteau,Feminino,2020,France,FRA,Summer,Tokyo,CYCLING TRACK,Women's Omnium,Nenhuma Medalha
Dora Bodonyi,Feminino,2020,Hungary,HUN,Summer,Tokyo,CANOE SPRINT,Women's Kayak Four 500m Team,Ouro
Stefan Boetticher,Masculino,2020,Germany,GER,Summer,Tokyo,CYCLING TRACK,Men's Keirin,Nenhuma Medalha
Suzannah Brookshire,Feminino,2020,Mexico,MEX,Summer,Tokyo,BASEBALL/SOFTBALL,Softball Team,Nenhuma Medalha
Marcelo Chierighini,Masculino,2020,Brazil,BRA,Summer,Tokyo,SWIMMING,Men's 4 x 100m Medley Relay Team,Nenhuma Medalha
Tuva'a Clifton,Masculino,2020,Samoa,SAM,Summer,Tokyo,CANOE SPRINT,Men's Kayak Single 200m,Nenhuma Medalha
Lucrezia Colombotto,Feminino,2020,Italy,ITA,Summer,Tokyo,GOLF,Women's Individual Stroke Play,Nenhuma Medalha
Anicka Delgado,Feminino,2020,Ecuador,ECU,Summer,Tokyo,SWIMMING,Women's 100m Freestyle,Nenhuma Medalha
Akbar Djuraev,Masculino,2020,Uzbekistan,UZB,Summer,Tokyo,WEIGHTLIFTING,Men's 109kg,Ouro
Caeleb Dressel,Masculino,2020,United States,USA,Summer,Tokyo,SWIMMING,Men's 50m Freestyle,Ouro
Arif Dwi,Masculino,2020,Indonesia,INA,Summer,Tokyo,ARCHERY,Men's Team,Nenhuma Medalha
Haramara Gaitan,Feminino,2020,Mexico,MEX,Summer,Tokyo,BADMINTON,Women's Singles,Nenhuma Medalha
Tom George,Masculino,2020,Great Britain,GBR,Summer,Tokyo,ROWING,Men's Eight Team,Bronze
Florian Grengbo,Masculino,2020,France,FRA,Summer,Tokyo,CYCLING TRACK,Men's Keirin,Nenhuma Medalha
Polina Guryeva,Feminino,2020,Turkmenistan,TKM,Summer,Tokyo,WEIGHTLIFTING,Women's 59kg,Prata
Arsen Harutyunyan,Masculino,2020,Armenia,ARM,Summer,Tokyo,WRESTLING,Men's Freestyle 57kg,Nenhuma Medalha
Sae Hatakeyama,Feminino,2020,Japan,JPN,Summer,Tokyo,CYCLING BMX RACING,Women,Nenhuma Medalha
Jrue Holiday,Masculino,2020,United States,USA,Summer,Tokyo,BASKETBALL,Men Team,Ouro
Jason Ho-shue,Masculino,2020,Canada,CAN,Summer,Tokyo,BADMINTON,Men's Doubles Team,Nenhuma Medalha
Zeynab Hummatova,Feminino,2020,Azerbaijan,AZE,Summer,Tokyo,RHYTHMIC GYMNASTICS,Group All-Around Team,Nenhuma Medalha
Julius Johansen,Masculino,2020,Denmark,DEN,Summer,Tokyo,CYCLING TRACK,Men's Team Pursuit Team,Prata
Marlena Karwacka,Feminino,2020,Poland,POL,Summer,Tokyo,CYCLING TRACK,Women's Team Sprint Team,Nenhuma Medalha
Ilse Koolhaas,Feminino,2020,Netherlands,NED,Summer,Tokyo,WATER POLO,Women Team,Nenhuma Medalha
Antoaneta Kostadinova,Feminino,2020,Bulgaria,BUL,Summer,Tokyo,SHOOTING,10m Air Pistol Women,Prata
Natalia Kuziutina,Feminino,2020,Russia,ROC,Summer,Tokyo,JUDO,Mixed Team,Nenhuma Medalha
Bart Lambriex,Masculino,2020,Netherlands,NED,Summer,Tokyo,SAILING,Men's Skiff - 49er Team,Nenhuma Medalha
Yang Liu,Masculino,2020,China,CHN,Summer,Tokyo,ARTISTIC GYMNASTICS,Men's Rings,Ouro
Hurly Long,Masculino,2020,Germany,GER,Summer,Tokyo,GOLF,Men's Individual Stroke Play,Nenhuma Medalha
Urszula Los,Feminino,2020,Poland,POL,Summer,Tokyo,CYCLING TRACK,Women's Team Sprint Team,Nenhuma Medalha
Alex Maloney,Feminino,2020,New Zealand,NZL,Summer,Tokyo,SAILING,Women's Skiff - 49er  Team,Nenhuma Medalha
Eloi Maniraguha,Masculino,2020,Rwanda,RWA,Summer,Tokyo,SWIMMING,Men's 50m Freestyle,Nenhuma Medalha
Hana Matelova,Feminino,2020,Czech Republic,CZE,Summer,Tokyo,TABLE TENNIS,Women's Singles,Nenhuma Medalha
